py/bc.c,py/vm.c
stmhal/boards/PYBLITEV10/stm32f4xx_hal_conf.h,ports/stm32/boards/PYBLITEV10/stm32f4xx_hal_conf.h
stmhal/boards/PYBV10/mpconfigboard.h,ports/stm32/boards/PYBV10/mpconfigboard.h
stmhal/boards/PYBV10/mpconfigboard.mk,ports/stm32/boards/PYBV10/mpconfigboard.mk
stmhal/boards/PYBV11/mpconfigboard.h,ports/stm32/boards/PYBV11/mpconfigboard.h
stmhal/boards/PYBV11/mpconfigboard.mk,ports/stm32/boards/PYBV11/mpconfigboard.mk
stmhal/boards/PYBV11/pins.csv,ports/stm32/boards/PYBV11/pins.csv
stmhal/boards/PYBV11/stm32f4xx_hal_conf.h,ports/stm32/boards/PYBV11/stm32f4xx_hal_conf.h
stmhal/boards/PYBV3/mpconfigboard.h,ports/stm32/boards/PYBV3/mpconfigboard.h
stmhal/boards/PYBV3/mpconfigboard.mk,ports/stm32/boards/PYBV3/mpconfigboard.mk
stmhal/boards/PYBV4/mpconfigboard.h,ports/stm32/boards/PYBV4/mpconfigboard.h
stmhal/boards/PYBV4/mpconfigboard.mk,ports/stm32/boards/PYBV4/mpconfigboard.mk
stmhal/boards/PYBV4/stm32f4xx_hal_conf.h,ports/stm32/boards/PYBV4/stm32f4xx_hal_conf.h
stmhal/boards/STM32F411DISC/mpconfigboard.h,ports/stm32/boards/STM32F411DISC/mpconfigboard.h
stmhal/boards/STM32F411DISC/mpconfigboard.mk,ports/stm32/boards/STM32F411DISC/mpconfigboard.mk
stmhal/boards/STM32F411DISC/pins.csv,ports/stm32/boards/STM32F411DISC/pins.csv
stmhal/boards/STM32F411DISC/stm32f4xx_hal_conf.h,ports/stm32/boards/STM32F411DISC/stm32f4xx_hal_conf.h
stmhal/boards/STM32F429DISC/mpconfigboard.h,ports/stm32/boards/STM32F429DISC/mpconfigboard.h
stmhal/boards/STM32F429DISC/mpconfigboard.mk,ports/stm32/boards/STM32F429DISC/mpconfigboard.mk
stmhal/boards/STM32F429DISC/pins.csv,ports/stm32/boards/STM32F429DISC/pins.csv
stmhal/boards/STM32F429DISC/stm32f4xx_hal_conf.h,ports/stm32/boards/STM32F429DISC/stm32f4xx_hal_conf.h
stmhal/boards/STM32F439/mpconfigboard.h,ports/stm32/boards/STM32F439/mpconfigboard.h
stmhal/boards/STM32F439/mpconfigboard.mk,ports/stm32/boards/STM32F439/mpconfigboard.mk
stmhal/boards/STM32F439/pins.csv,ports/stm32/boards/STM32F439/pins.csv
stmhal/boards/STM32F439/stm32f4xx_hal_conf.h,ports/stm32/boards/STM32F439/stm32f4xx_hal_conf.h
stmhal/boards/STM32F4DISC/mpconfigboard.h,ports/stm32/boards/STM32F4DISC/mpconfigboard.h
stmhal/boards/STM32F4DISC/mpconfigboard.mk,ports/stm32/boards/STM32F4DISC/mpconfigboard.mk
stmhal/boards/STM32F4DISC/pins.csv,ports/stm32/boards/STM32F4DISC/pins.csv
stmhal/boards/STM32F4DISC/staccel.py,ports/stm32/boards/STM32F4DISC/staccel.py
stmhal/boards/STM32F4DISC/stm32f4xx_hal_conf.h,ports/stm32/boards/STM32F4DISC/stm32f4xx_hal_conf.h
stmhal/boards/STM32F769DISC/mpconfigboard.h,ports/stm32/boards/STM32F769DISC/mpconfigboard.h
stmhal/boards/STM32F769DISC/mpconfigboard.mk,ports/stm32/boards/STM32F769DISC/mpconfigboard.mk
stmhal/boards/STM32F769DISC/pins.csv,ports/stm32/boards/STM32F769DISC/pins.csv
stmhal/boards/STM32F769DISC/stm32f7xx_hal_conf.h,ports/stm32/boards/STM32F769DISC/stm32f7xx_hal_conf.h
stmhal/boards/STM32F7DISC/board_init.c,ports/stm32/boards/STM32F7DISC/board_init.c
stmhal/boards/STM32F7DISC/mpconfigboard.h,ports/stm32/boards/STM32F7DISC/mpconfigboard.h
stmhal/boards/STM32F7DISC/mpconfigboard.mk,ports/stm32/boards/STM32F7DISC/mpconfigboard.mk
stmhal/boards/STM32F7DISC/pins.csv,ports/stm32/boards/STM32F7DISC/pins.csv
stmhal/boards/STM32F7DISC/stm32f7xx_hal_conf.h,ports/stm32/boards/STM32F7DISC/stm32f7xx_hal_conf.h
stmhal/boards/STM32L476DISC/board_init.c,ports/stm32/boards/STM32L476DISC/board_init.c
stmhal/boards/STM32L476DISC/mpconfigboard.h,ports/stm32/boards/STM32L476DISC/mpconfigboard.h
stmhal/boards/STM32L476DISC/mpconfigboard.mk,ports/stm32/boards/STM32L476DISC/mpconfigboard.mk
stmhal/boards/STM32L476DISC/pins.csv,ports/stm32/boards/STM32L476DISC/pins.csv
stmhal/boards/STM32L476DISC/stm32l4xx_hal_conf.h,ports/stm32/boards/STM32L476DISC/stm32l4xx_hal_conf.h
stmhal/boards/common.ld,ports/stm32/boards/common.ld,ports/stm32/boards/common_ifs.ld
stmhal/boards/make-pins.py,ports/stm32/boards/make-pins.py
stmhal/boards/openocd_stm32f4.cfg,ports/stm32/boards/openocd_stm32f4.cfg
stmhal/boards/openocd_stm32f7.cfg,ports/stm32/boards/openocd_stm32f7.cfg
stmhal/boards/openocd_stm32l4.cfg,ports/stm32/boards/openocd_stm32l4.cfg
stmhal/boards/pllvalues.py,ports/stm32/boards/pllvalues.py
stmhal/boards/stm32f401_af.csv,ports/stm32/boards/stm32f401_af.csv
stmhal/boards/stm32f401xd.ld,ports/stm32/boards/stm32f401xd.ld
stmhal/boards/stm32f411.ld,ports/stm32/boards/stm32f411.ld
stmhal/boards/stm32f411_af.csv,ports/stm32/boards/stm32f411_af.csv
stmhal/boards/stm32f429.ld,ports/stm32/boards/stm32f429.ld
stmhal/boards/stm32f429_af.csv,ports/stm32/boards/stm32f429_af.csv
stmhal/boards/stm32f439.ld,ports/stm32/boards/stm32f439.ld
stmhal/boards/stm32f439_af.csv,ports/stm32/boards/stm32f439_af.csv
stmhal/boards/stm32f746.ld,ports/stm32/boards/stm32f746.ld
stmhal/boards/stm32f746_af.csv,ports/stm32/boards/stm32f746_af.csv
stmhal/boards/stm32f767.ld,ports/stm32/boards/stm32f767.ld
stmhal/boards/stm32f767_af.csv,ports/stm32/boards/stm32f767_af.csv
stmhal/boards/stm32f769.ld,ports/stm32/boards/stm32f769.ld
stmhal/boards/stm32l476_af.csv,ports/stm32/boards/stm32l476_af.csv
stmhal/boards/stm32l476xe.ld,ports/stm32/boards/stm32l476xe.ld
stmhal/boards/stm32l476xg.ld,ports/stm32/boards/stm32l476xg.ld
stmhal/bufhelper.c,ports/stm32/bufhelper.c
stmhal/bufhelper.h,ports/stm32/bufhelper.h
stmhal/can.c,ports/stm32/can.c
stmhal/can.h,ports/stm32/can.h
stmhal/dac.c,ports/stm32/dac.c
stmhal/dac.h,ports/stm32/dac.h
stmhal/dma.c,ports/stm32/dma.c
stmhal/dma.h,ports/stm32/dma.h
stmhal/fatfs_port.c,ports/stm32/fatfs_port.c
stmhal/flash.c,ports/stm32/flash.c
stmhal/flash.h,ports/stm32/flash.h
stmhal/font_petme128_8x8.h,ports/stm32/font_petme128_8x8.h
stmhal/gccollect.c,ports/stm32/gccollect.c
stmhal/gccollect.h,ports/stm32/gccollect.h
stmhal/gchelper.s,ports/stm32/gchelper.s,lib/utils/gchelper_m3.s,shared/runtime/gchelper_m3.s,shared/runtime/gchelper_thumb2.s
stmhal/help.c,ports/stm32/help.c
stmhal/i2c.c,ports/stm32/i2c.c,ports/stm32/pyb_i2c.c
stmhal/i2c.h,ports/stm32/i2c.h
stmhal/irq.c,ports/stm32/irq.c
stmhal/irq.h,ports/stm32/irq.h
stmhal/lcd.c,ports/stm32/lcd.c
stmhal/lcd.h,ports/stm32/lcd.h
stmhal/led.c,ports/stm32/led.c
stmhal/led.h,ports/stm32/led.h
stmhal/machine_i2c.c,ports/stm32/machine_i2c.c
stmhal/main.c,ports/stm32/main.c
stmhal/make-stmconst.py,ports/stm32/make-stmconst.py
stmhal/modmachine.c,ports/stm32/modmachine.c
stmhal/modmachine.h,ports/stm32/modmachine.h
stmhal/modnetwork.c,ports/stm32/modnetwork.c,extmod/modnetwork.c
stmhal/modnetwork.h,ports/stm32/modnetwork.h,extmod/modnetwork.h
stmhal/modnwcc3k.c,ports/stm32/modnwcc3k.c
stmhal/modstm.c,ports/stm32/modstm.c
stmhal/modules/lcd160cr.py,ports/stm32/modules/lcd160cr.py
stmhal/modules/lcd160cr_test.py,ports/stm32/modules/lcd160cr_test.py
stmhal/modules/onewire.py,ports/stm32/modules/onewire.py
stmhal/modusocket.c,ports/stm32/modusocket.c,extmod/modusocket.c,extmod/modsocket.c
stmhal/mpconfigport.h,ports/stm32/mpconfigport.h
stmhal/mpconfigport.mk,ports/stm32/mpconfigport.mk
stmhal/mpthreadport.c,ports/stm32/mpthreadport.c
stmhal/mpthreadport.h,ports/stm32/mpthreadport.h
stmhal/pendsv.c,ports/stm32/pendsv.c
stmhal/pendsv.h,ports/stm32/pendsv.h
stmhal/pin.c,ports/stm32/pin.c
stmhal/pin.h,ports/stm32/pin.h
stmhal/pin_defs_stmhal.c,ports/stm32/pin_defs_stmhal.c,ports/stm32/pin_defs_stm32.c
stmhal/pin_defs_stmhal.h,ports/stm32/pin_defs_stmhal.h,ports/stm32/pin_defs_stm32.h
stmhal/pin_named_pins.c,ports/stm32/pin_named_pins.c
stmhal/portmodules.h,ports/stm32/portmodules.h
stmhal/pybthread.c,ports/stm32/pybthread.c
stmhal/pybthread.h,ports/stm32/pybthread.h
stmhal/qstrdefsport.h,ports/stm32/qstrdefsport.h
stmhal/rng.c,ports/stm32/rng.c
stmhal/rng.h,ports/stm32/rng.h
stmhal/rtc.c,ports/stm32/rtc.c
stmhal/rtc.h,ports/stm32/rtc.h
stmhal/sdcard.c,ports/stm32/sdcard.c
stmhal/sdcard.h,ports/stm32/sdcard.h
stmhal/servo.c,ports/stm32/servo.c
stmhal/servo.h,ports/stm32/servo.h
stmhal/spi.c,ports/stm32/spi.c
stmhal/spi.h,ports/stm32/spi.h
stmhal/storage.c,ports/stm32/storage.c
stmhal/storage.h,ports/stm32/storage.h
stmhal/systick.c,ports/stm32/systick.c
stmhal/systick.h,ports/stm32/systick.h
stmhal/timer.c,ports/stm32/timer.c
stmhal/timer.h,ports/stm32/timer.h
stmhal/uart.h,ports/stm32/uart.h
stmhal/usb.c,ports/stm32/usb.c
stmhal/usb.h,ports/stm32/usb.h
stmhal/usbd_cdc_interface.c,ports/stm32/usbd_cdc_interface.c
stmhal/usbd_cdc_interface.h,ports/stm32/usbd_cdc_interface.h
stmhal/usbd_conf.c,ports/stm32/usbd_conf.c
stmhal/usbd_conf.h,ports/stm32/usbd_conf.h
stmhal/usbd_desc.h,ports/stm32/usbd_desc.h
stmhal/usbd_hid_interface.c,ports/stm32/usbd_hid_interface.c
stmhal/usbd_hid_interface.h,ports/stm32/usbd_hid_interface.h
stmhal/usbd_msc_storage.c,ports/stm32/usbd_msc_storage.c
stmhal/usbd_msc_storage.h,ports/stm32/usbd_msc_storage.h,ports/stm32/usbd_msc_interface.h
stmhal/usbdev/Release_Notes.html,ports/stm32/usbdev/Release_Notes.html
stmhal/usbdev/class/inc/usbd_cdc_msc_hid0.h,ports/stm32/usbdev/class/inc/usbd_cdc_msc_hid0.h
stmhal/usbhost/Class/AUDIO/Inc/usbh_audio.h,ports/stm32/usbhost/Class/AUDIO/Inc/usbh_audio.h
stmhal/usbhost/Class/AUDIO/Src/usbh_audio.c,ports/stm32/usbhost/Class/AUDIO/Src/usbh_audio.c
stmhal/usbhost/Class/CDC/Inc/usbh_cdc.h,ports/stm32/usbhost/Class/CDC/Inc/usbh_cdc.h
stmhal/usbhost/Class/CDC/Src/usbh_cdc.c,ports/stm32/usbhost/Class/CDC/Src/usbh_cdc.c
stmhal/usbhost/Class/HID/Inc/usbh_hid.h,ports/stm32/usbhost/Class/HID/Inc/usbh_hid.h
stmhal/usbhost/Class/HID/Inc/usbh_hid_keybd.h,ports/stm32/usbhost/Class/HID/Inc/usbh_hid_keybd.h
stmhal/usbhost/Class/HID/Inc/usbh_hid_mouse.h,ports/stm32/usbhost/Class/HID/Inc/usbh_hid_mouse.h
stmhal/usbhost/Class/HID/Inc/usbh_hid_parser.h,ports/stm32/usbhost/Class/HID/Inc/usbh_hid_parser.h
stmhal/usbhost/Class/HID/Inc/usbh_hid_usage.h,ports/stm32/usbhost/Class/HID/Inc/usbh_hid_usage.h
stmhal/usbhost/Class/HID/Src/usbh_hid.c,ports/stm32/usbhost/Class/HID/Src/usbh_hid.c
stmhal/usbhost/Class/HID/Src/usbh_hid_keybd.c,ports/stm32/usbhost/Class/HID/Src/usbh_hid_keybd.c
stmhal/usbhost/Class/HID/Src/usbh_hid_mouse.c,ports/stm32/usbhost/Class/HID/Src/usbh_hid_mouse.c
stmhal/usbhost/Class/HID/Src/usbh_hid_parser.c,ports/stm32/usbhost/Class/HID/Src/usbh_hid_parser.c
stmhal/usbhost/Class/MSC/Inc/usbh_msc.h,ports/stm32/usbhost/Class/MSC/Inc/usbh_msc.h
stmhal/usbhost/Class/MSC/Inc/usbh_msc_bot.h,ports/stm32/usbhost/Class/MSC/Inc/usbh_msc_bot.h
stmhal/usbhost/Class/MSC/Inc/usbh_msc_scsi.h,ports/stm32/usbhost/Class/MSC/Inc/usbh_msc_scsi.h
stmhal/usbhost/Class/MSC/Src/usbh_msc.c,ports/stm32/usbhost/Class/MSC/Src/usbh_msc.c
stmhal/usbhost/Class/MSC/Src/usbh_msc_bot.c,ports/stm32/usbhost/Class/MSC/Src/usbh_msc_bot.c
stmhal/usbhost/Class/MSC/Src/usbh_msc_scsi.c,ports/stm32/usbhost/Class/MSC/Src/usbh_msc_scsi.c
stmhal/usbhost/Class/MTP/Inc/usbh_mtp.h,ports/stm32/usbhost/Class/MTP/Inc/usbh_mtp.h
stmhal/usbhost/Class/MTP/Inc/usbh_mtp_ptp.h,ports/stm32/usbhost/Class/MTP/Inc/usbh_mtp_ptp.h
stmhal/usbhost/Class/MTP/Src/usbh_mtp.c,ports/stm32/usbhost/Class/MTP/Src/usbh_mtp.c
stmhal/usbhost/Class/MTP/Src/usbh_mtp_ptp.c,ports/stm32/usbhost/Class/MTP/Src/usbh_mtp_ptp.c
stmhal/usbhost/Class/Template/Inc/usbh_template.h,ports/stm32/usbhost/Class/Template/Inc/usbh_template.h
stmhal/usbhost/Class/Template/Src/usbh_template.c,ports/stm32/usbhost/Class/Template/Src/usbh_template.c
stmhal/usbhost/Core/Inc/usbh_conf_template.h,ports/stm32/usbhost/Core/Inc/usbh_conf_template.h
stmhal/usbhost/Core/Inc/usbh_core.h,ports/stm32/usbhost/Core/Inc/usbh_core.h
stmhal/usbhost/Core/Inc/usbh_ctlreq.h,ports/stm32/usbhost/Core/Inc/usbh_ctlreq.h
stmhal/usbhost/Core/Inc/usbh_def.h,ports/stm32/usbhost/Core/Inc/usbh_def.h
stmhal/usbhost/Core/Inc/usbh_ioreq.h,ports/stm32/usbhost/Core/Inc/usbh_ioreq.h
stmhal/usbhost/Core/Inc/usbh_pipes.h,ports/stm32/usbhost/Core/Inc/usbh_pipes.h
stmhal/usbhost/Core/Src/usbh_conf_template.c,ports/stm32/usbhost/Core/Src/usbh_conf_template.c
stmhal/usbhost/Core/Src/usbh_core.c,ports/stm32/usbhost/Core/Src/usbh_core.c
stmhal/usbhost/Core/Src/usbh_ctlreq.c,ports/stm32/usbhost/Core/Src/usbh_ctlreq.c
stmhal/usbhost/Core/Src/usbh_ioreq.c,ports/stm32/usbhost/Core/Src/usbh_ioreq.c
stmhal/usbhost/Core/Src/usbh_pipes.c,ports/stm32/usbhost/Core/Src/usbh_pipes.c
stmhal/usbhost/Release_Notes.html,ports/stm32/usbhost/Release_Notes.html
stmhal/usrsw.c,ports/stm32/usrsw.c
stmhal/usrsw.h,ports/stm32/usrsw.h
stmhal/wdt.c,ports/stm32/wdt.c,ports/stm32/machine_wdt.c
stmhal/wdt.h,ports/stm32/wdt.h,extmod/modmachine.h
teensy/Makefile,ports/teensy/Makefile
teensy/README.md,ports/teensy/README.md
teensy/add-memzip.sh,ports/teensy/add-memzip.sh
teensy/core/Arduino.h,ports/teensy/core/Arduino.h
teensy/core/HardwareSerial.h,ports/teensy/core/HardwareSerial.h
teensy/core/analog.c,ports/teensy/core/analog.c
teensy/core/avr_functions.h,ports/teensy/core/avr_functions.h
teensy/core/core_pins.h,ports/teensy/core/core_pins.h
teensy/core/mk20dx128.c,ports/teensy/core/mk20dx128.c
teensy/core/mk20dx128.h,ports/teensy/core/mk20dx128.h
teensy/core/pins_arduino.h,ports/teensy/core/pins_arduino.h
teensy/core/pins_teensy.c,ports/teensy/core/pins_teensy.c
teensy/core/usb_desc.c,ports/teensy/core/usb_desc.c
teensy/core/usb_desc.h,ports/teensy/core/usb_desc.h
teensy/core/usb_dev.c,ports/teensy/core/usb_dev.c
teensy/core/usb_dev.h,ports/teensy/core/usb_dev.h
teensy/core/usb_mem.c,ports/teensy/core/usb_mem.c
teensy/core/usb_mem.h,ports/teensy/core/usb_mem.h
teensy/core/usb_names.h,ports/teensy/core/usb_names.h
teensy/core/usb_serial.c,ports/teensy/core/usb_serial.c
teensy/core/usb_serial.h,ports/teensy/core/usb_serial.h
teensy/core/yield.c,ports/teensy/core/yield.c
teensy/hal_ftm.c,ports/teensy/hal_ftm.c
teensy/hal_ftm.h,ports/teensy/hal_ftm.h
teensy/hal_gpio.c,ports/teensy/hal_gpio.c
teensy/help.c,ports/teensy/help.c
teensy/lcd.c,ports/teensy/lcd.c
teensy/led.c,ports/teensy/led.c
teensy/led.h,ports/teensy/led.h
teensy/lexerfrozen.c,ports/teensy/lexerfrozen.c
teensy/lexermemzip.h,ports/teensy/lexermemzip.h
teensy/main.c,ports/teensy/main.c
teensy/make-pins.py,ports/teensy/make-pins.py
teensy/memzip_files/boot.py,ports/teensy/memzip_files/boot.py
teensy/mk20dx256.ld,ports/teensy/mk20dx256.ld
teensy/modpyb.c,ports/teensy/modpyb.c
teensy/mpconfigport.h,ports/teensy/mpconfigport.h
teensy/pin_defs_teensy.c,ports/teensy/pin_defs_teensy.c
teensy/pin_defs_teensy.h,ports/teensy/pin_defs_teensy.h
teensy/qstrdefsport.h,ports/teensy/qstrdefsport.h
teensy/reg.c,ports/teensy/reg.c
teensy/reg.h,ports/teensy/reg.h
teensy/servo.c,ports/teensy/servo.c
teensy/servo.h,ports/teensy/servo.h
teensy/std.h,ports/teensy/std.h
teensy/teensy_hal.c,ports/teensy/teensy_hal.c
teensy/teensy_hal.h,ports/teensy/teensy_hal.h
teensy/timer.c,ports/teensy/timer.c
teensy/timer.h,ports/teensy/timer.h
teensy/uart.c,ports/teensy/uart.c
teensy/usb.c,ports/teensy/usb.c
teensy/usb.h,ports/teensy/usb.h
unix/.gitignore,ports/unix/.gitignore
unix/Makefile,ports/unix/Makefile
unix/alloc.c,ports/unix/alloc.c
unix/coverage-frzmpy/frzmpy1.py,ports/unix/coverage-frzmpy/frzmpy1.py,ports/unix/variants/coverage/frzmpy/frzmpy1.py
unix/coverage-frzmpy/frzmpy2.py,ports/unix/coverage-frzmpy/frzmpy2.py,ports/unix/variants/coverage/frzmpy/frzmpy2.py
unix/coverage-frzmpy/frzmpy_pkg1/__init__.py,ports/unix/coverage-frzmpy/frzmpy_pkg1/__init__.py,ports/unix/variants/coverage/frzmpy/frzmpy_pkg1/__init__.py
unix/coverage-frzmpy/frzmpy_pkg2/mod.py,ports/unix/coverage-frzmpy/frzmpy_pkg2/mod.py,ports/unix/variants/coverage/frzmpy/frzmpy_pkg2/mod.py
unix/coverage-frzstr/frzstr1.py,ports/unix/coverage-frzstr/frzstr1.py,ports/unix/variants/coverage/frzstr/frzstr1.py
unix/coverage-frzstr/frzstr_pkg1/__init__.py,ports/unix/coverage-frzstr/frzstr_pkg1/__init__.py,ports/unix/variants/coverage/frzstr/frzstr_pkg1/__init__.py
unix/coverage-frzstr/frzstr_pkg2/mod.py,ports/unix/coverage-frzstr/frzstr_pkg2/mod.py,ports/unix/variants/coverage/frzstr/frzstr_pkg2/mod.py
unix/coverage.c,ports/unix/coverage.c
unix/fatfs_port.c,ports/unix/fatfs_port.c
unix/fdfile.h,ports/unix/fdfile.h
unix/file.c,ports/unix/file.c
unix/gccollect.c,ports/unix/gccollect.c
unix/input.c,ports/unix/input.c
unix/input.h,ports/unix/input.h
unix/modjni.c,ports/unix/modjni.c
unix/modos.c,ports/unix/modos.c
unix/modtermios.c,ports/unix/modtermios.c
unix/moduos_vfs.c,ports/unix/moduos_vfs.c
unix/moduselect.c,ports/unix/moduselect.c,ports/unix/modselect.c
unix/mpconfigport.mk,ports/unix/mpconfigport.mk
unix/mpconfigport_coverage.h,ports/unix/mpconfigport_coverage.h,ports/unix/variants/coverage/mpconfigvariant.h
unix/mpconfigport_fast.h,ports/unix/mpconfigport_fast.h,ports/unix/variants/fast/mpconfigvariant.h
unix/mpconfigport_freedos.h,ports/unix/mpconfigport_freedos.h,ports/unix/variants/freedos/mpconfigvariant.h
unix/mpconfigport_minimal.h,ports/unix/mpconfigport_minimal.h,ports/unix/variants/minimal/mpconfigvariant.h
unix/mpconfigport_nanbox.h,ports/unix/mpconfigport_nanbox.h,ports/unix/variants/nanbox/mpconfigvariant.h
unix/mpthreadport.c,ports/unix/mpthreadport.c
unix/mpthreadport.h,ports/unix/mpthreadport.h
unix/qstrdefsport.h,ports/unix/qstrdefsport.h
unix/unix_mphal.c,ports/unix/unix_mphal.c
windows/.appveyor.yml,ports/windows/.appveyor.yml
windows/.gitignore,ports/windows/.gitignore
windows/Makefile,ports/windows/Makefile
windows/fmode.c,ports/windows/fmode.c
windows/fmode.h,ports/windows/fmode.h
windows/init.c,ports/windows/init.c
windows/init.h,ports/windows/init.h
windows/micropython.vcxproj,ports/windows/micropython.vcxproj
windows/mpconfigport.h,ports/windows/mpconfigport.h
windows/mpconfigport.mk,ports/windows/mpconfigport.mk
windows/msvc/common.props,ports/windows/msvc/common.props
windows/msvc/debug.props,ports/windows/msvc/debug.props
windows/msvc/dirent.c,ports/windows/msvc/dirent.c
windows/msvc/dirent.h,ports/windows/msvc/dirent.h
windows/msvc/genhdr.targets,ports/windows/msvc/genhdr.targets
windows/msvc/gettimeofday.c,ports/windows/msvc/gettimeofday.c
windows/msvc/paths.props,ports/windows/msvc/paths.props
windows/msvc/release.props,ports/windows/msvc/release.props
windows/msvc/sources.props,ports/windows/msvc/sources.props
windows/msvc/sys/time.h,ports/windows/msvc/sys/time.h
windows/msvc/unistd.h,ports/windows/msvc/unistd.h
windows/realpath.c,ports/windows/realpath.c
windows/realpath.h,ports/windows/realpath.h
windows/sleep.c,ports/windows/sleep.c
windows/sleep.h,ports/windows/sleep.h
windows/windows_mphal.c,ports/windows/windows_mphal.c
windows/windows_mphal.h,ports/windows/windows_mphal.h
zephyr/.gitignore,ports/zephyr/.gitignore
zephyr/Kbuild,ports/zephyr/Kbuild
zephyr/Makefile,ports/zephyr/Makefile
zephyr/Makefile.zephyr,ports/zephyr/Makefile.zephyr
zephyr/README.md,ports/zephyr/README.md
zephyr/help.c,ports/zephyr/help.c
zephyr/machine_pin.c,ports/zephyr/machine_pin.c
zephyr/main.c,ports/zephyr/main.c
zephyr/make-minimal,ports/zephyr/make-minimal
zephyr/makeprj.py,ports/zephyr/makeprj.py
zephyr/modmachine.c,ports/zephyr/modmachine.c
zephyr/modmachine.h,ports/zephyr/modmachine.h
zephyr/modusocket.c,ports/zephyr/modusocket.c,ports/zephyr/modsocket.c
zephyr/modutime.c,ports/zephyr/modutime.c,ports/zephyr/modtime.c
zephyr/modzephyr.c,ports/zephyr/modzephyr.c
zephyr/mpconfigport.h,ports/zephyr/mpconfigport.h
zephyr/mpconfigport_minimal.h,ports/zephyr/mpconfigport_minimal.h
zephyr/mphalport.h,ports/zephyr/mphalport.h
zephyr/prj_96b_carbon.conf,ports/zephyr/prj_96b_carbon.conf,ports/zephyr/boards/96b_carbon.conf
zephyr/prj_frdm_k64f.conf,ports/zephyr/prj_frdm_k64f.conf,ports/zephyr/boards/frdm_k64f.conf
zephyr/prj_minimal.conf,ports/zephyr/prj_minimal.conf
zephyr/prj_qemu_cortex_m3.conf,ports/zephyr/prj_qemu_cortex_m3.conf,ports/zephyr/boards/qemu_cortex_m3.conf
zephyr/prj_qemu_x86.conf,ports/zephyr/prj_qemu_x86.conf,ports/zephyr/boards/qemu_x86.conf
zephyr/src/Makefile,ports/zephyr/src/Makefile
zephyr/src/zephyr_getchar.c,ports/zephyr/src/zephyr_getchar.c
zephyr/src/zephyr_getchar.h,ports/zephyr/src/zephyr_getchar.h
zephyr/src/zephyr_start.c,ports/zephyr/src/zephyr_start.c
zephyr/uart_core.c,ports/zephyr/uart_core.c
zephyr/z_config.mk,ports/zephyr/z_config.mk
tools/tinytest/README,lib/tinytest/README
tools/tinytest/tinytest.c,lib/tinytest/tinytest.c
tools/tinytest/tinytest.h,lib/tinytest/tinytest.h
tools/tinytest/tinytest_macros.h,lib/tinytest/tinytest_macros.h
tests/basics/getattr1.py,tests/basics/builtin_getattr.py
tests/basics/hasattr1.py,tests/basics/builtin_hasattr.py
tests/basics/print.py,tests/basics/builtin_print.py
tests/basics/setattr1.py,tests/basics/builtin_setattr.py
tests/misc/recursion.py,tests/stress/recursion.py
tests/misc/recursive_data.py,tests/stress/recursive_data.py
tests/misc/recursive_data.py.exp,tests/stress/recursive_data.py.exp
tests/misc/recursive_iternext.py,tests/stress/recursive_iternext.py
tests/misc/recursive_iternext.py.exp,tests/stress/recursive_iternext.py.exp
tests/io/buffered_writer.py,tests/basics/io_buffered_writer.py
tests/io/buffered_writer.py.exp,tests/basics/io_buffered_writer.py.exp
tests/io/bytesio_cow.py,tests/basics/io_bytesio_cow.py
tests/io/bytesio_ext.py,tests/basics/io_bytesio_ext.py
tests/io/bytesio_ext2.py,tests/basics/io_bytesio_ext2.py
tests/io/bytesio_ext2.py.exp,tests/basics/io_bytesio_ext2.py.exp
tests/io/iobase.py,tests/basics/io_iobase.py
tests/io/stringio1.py,tests/basics/io_stringio1.py
tests/io/stringio_with.py,tests/basics/io_stringio_with.py
tests/io/write_ext.py,tests/basics/io_write_ext.py
tests/io/write_ext.py.exp,tests/basics/io_write_ext.py.exp
ports/nrf/boards/microbit/modules/microbitconstimage.cpp,ports/nrf/boards/microbit/modules/microbitconstimage.c,ports/nrf/boards/MICROBIT/modules/microbitconstimage.c
ports/nrf/boards/microbit/modules/modmicrobit.h,ports/nrf/boards/microbit/modules/microbitconstimage.h,ports/nrf/boards/MICROBIT/modules/microbitconstimage.h
ports/nrf/boards/microbit/modules/microbitdisplay.cpp,ports/nrf/boards/microbit/modules/microbitdisplay.c,ports/nrf/boards/MICROBIT/modules/microbitdisplay.c
ports/nrf/boards/microbit/modules/MicroBitFont.cpp,ports/nrf/boards/microbit/modules/microbitfont.h,ports/nrf/boards/MICROBIT/modules/microbitfont.h
ports/nrf/boards/microbit/modules/microbitimage.cpp,ports/nrf/boards/microbit/modules/microbitimage.c,ports/nrf/boards/MICROBIT/modules/microbitimage.c
ports/nrf/boards/microbit/modules/modmicrobit.cpp,ports/nrf/boards/microbit/modules/modmicrobit.c,ports/nrf/boards/MICROBIT/modules/modmicrobit.c
ports/nrf/boards/microbit/modules/board_modules.h,ports/nrf/boards/microbit/modules/boardmodules.h,ports/nrf/boards/MICROBIT/modules/boardmodules.h
ports/nrf/device/nrf51/startup_nrf51822.c,ports/nrf/device/startup_nrf51822.c
ports/nrf/device/nrf52/startup_nrf52832.c,ports/nrf/device/startup_nrf52832.c
ports/nrf/device/nrf52/startup_nrf52840.c,ports/nrf/device/startup_nrf52840.c
ports/nrf/hal/hal_temp.h,ports/nrf/drivers/flash.h
