include/asm-i386/ppcboot-i386.h,include/asm-i386/u-boot-i386.h,arch/i386/include/asm/u-boot-i386.h,arch/x86/include/asm/u-boot-x86.h
cpu/xscale/Makefile,cpu/pxa/Makefile,arch/arm/cpu/pxa/Makefile
cpu/xscale/config.mk,cpu/pxa/config.mk,arch/arm/cpu/pxa/config.mk
cpu/xscale/cpu.c,cpu/pxa/cpu.c,arch/arm/cpu/pxa/cpu.c,arch/arm/cpu/pxa/pxa2xx.c
cpu/xscale/i2c.c,cpu/pxa/i2c.c,arch/arm/cpu/pxa/i2c.c,drivers/i2c/mv_i2c.c
cpu/xscale/interrupts.c,cpu/pxa/interrupts.c,cpu/pxa/timer.c,arch/arm/cpu/pxa/timer.c
cpu/xscale/serial.c,cpu/pxa/serial.c,drivers/serial/serial_pxa.c
cpu/xscale/start.S,cpu/pxa/start.S,arch/arm/cpu/pxa/start.S
include/asm-arm/arch-xscale/bitfield.h,include/asm-arm/arch-pxa/bitfield.h,arch/arm/include/asm/arch-pxa/bitfield.h
include/asm-arm/arch-xscale/hardware.h,include/asm-arm/arch-pxa/hardware.h,arch/arm/include/asm/arch-pxa/hardware.h
lib_i386/ic/sc520.c,cpu/i386/sc520.c,cpu/i386/sc520/sc520.c,arch/i386/cpu/sc520/sc520.c,arch/x86/cpu/sc520/sc520.c
lib_i386/ic/sc520_asm.S,cpu/i386/sc520_asm.S,cpu/i386/sc520/sc520_asm.S,arch/i386/cpu/sc520/sc520_asm.S
lib_i386/ic/ali512x.c,drivers/ali512x.c,drivers/misc/ali512x.c
cpu/mpc8xx/status_led.c,drivers/status_led.c,drivers/misc/status_led.c
cpu/mips/serial.c,cpu/mips/asc_serial.c,arch/mips/cpu/asc_serial.c,arch/mips/cpu/mips32/asc_serial.c,arch/mips/cpu/mips32/incaip/asc_serial.c
cpu/mips/serial.h,cpu/mips/asc_serial.h,arch/mips/cpu/asc_serial.h,arch/mips/cpu/mips32/asc_serial.h,arch/mips/cpu/mips32/incaip/asc_serial.h
board/dk1c20/flash.c,board/altera/common/flash.c
arch/arm/include/asm/imx-common/gpio.h,arch/arm/include/asm/mach-imx/gpio.h
arch/arm/include/asm/imx-common/imximage.cfg,arch/arm/include/asm/mach-imx/imximage.cfg
arch/arm/include/asm/imx-common/mx5_video.h,arch/arm/include/asm/mach-imx/mx5_video.h
arch/arm/include/asm/imx-common/mxc_i2c.h,arch/arm/include/asm/mach-imx/mxc_i2c.h
arch/arm/include/asm/imx-common/rdc-sema.h,arch/arm/include/asm/mach-imx/rdc-sema.h
arch/arm/include/asm/imx-common/regs-usbphy.h,arch/arm/include/asm/mach-imx/regs-usbphy.h
arch/arm/include/asm/imx-common/sata.h,arch/arm/include/asm/mach-imx/sata.h
arch/arm/include/asm/imx-common/spi.h,arch/arm/include/asm/mach-imx/spi.h
arch/arm/include/asm/imx-common/sys_proto.h,arch/arm/include/asm/mach-imx/sys_proto.h
arch/arm/include/asm/imx-common/syscounter.h,arch/arm/include/asm/mach-imx/syscounter.h
arch/arm/include/asm/imx-common/video.h,arch/arm/include/asm/mach-imx/video.h
arch/arm/imx-common/Kconfig,arch/arm/mach-imx/Kconfig
arch/arm/imx-common/cache.c,arch/arm/mach-imx/cache.c
arch/arm/imx-common/cmd_dek.c,arch/arm/mach-imx/cmd_dek.c
arch/arm/imx-common/cmd_hdmidet.c,arch/arm/mach-imx/cmd_hdmidet.c
arch/arm/imx-common/ddrmc-vf610.c,arch/arm/mach-imx/ddrmc-vf610.c
arch/arm/imx-common/imx_bootaux.c,arch/arm/mach-imx/imx_bootaux.c
arch/arm/imx-common/init.c,arch/arm/mach-imx/init.c
arch/arm/imx-common/misc.c,arch/arm/mach-imx/misc.c
arch/arm/cpu/armv7/mx5/Kconfig,arch/arm/mach-imx/mx5/Kconfig
arch/arm/cpu/armv7/mx6/Kconfig,arch/arm/mach-imx/mx6/Kconfig
arch/arm/cpu/armv7/mx6/Makefile,arch/arm/mach-imx/mx6/Makefile
arch/arm/cpu/armv7/mx6/clock.c,arch/arm/mach-imx/mx6/clock.c
arch/arm/cpu/armv7/mx6/ddr.c,arch/arm/mach-imx/mx6/ddr.c
arch/arm/cpu/armv7/mx6/mp.c,arch/arm/mach-imx/mx6/mp.c
arch/arm/cpu/armv7/mx6/opos6ul.c,arch/arm/mach-imx/mx6/opos6ul.c
arch/arm/cpu/armv7/mx6/soc.c,arch/arm/mach-imx/mx6/soc.c
arch/arm/cpu/armv7/mx7/Kconfig,arch/arm/mach-imx/mx7/Kconfig
arch/arm/cpu/armv7/mx7/Makefile,arch/arm/mach-imx/mx7/Makefile
arch/arm/cpu/armv7/mx7/clock.c,arch/arm/mach-imx/mx7/clock.c
arch/arm/cpu/armv7/mx7/clock_slice.c,arch/arm/mach-imx/mx7/clock_slice.c
arch/arm/cpu/armv7/mx7/psci-mx7.c,arch/arm/mach-imx/mx7/psci-mx7.c
arch/arm/cpu/armv7/mx7/psci.S,arch/arm/mach-imx/mx7/psci.S
arch/arm/cpu/armv7/mx7/soc.c,arch/arm/mach-imx/mx7/soc.c
arch/arm/cpu/armv7/mx7ulp/Kconfig,arch/arm/mach-imx/mx7ulp/Kconfig
arch/arm/cpu/armv7/mx7ulp/Makefile,arch/arm/mach-imx/mx7ulp/Makefile
arch/arm/cpu/armv7/mx7ulp/clock.c,arch/arm/mach-imx/mx7ulp/clock.c
arch/arm/cpu/armv7/mx7ulp/iomux.c,arch/arm/mach-imx/mx7ulp/iomux.c
arch/arm/cpu/armv7/mx7ulp/pcc.c,arch/arm/mach-imx/mx7ulp/pcc.c
arch/arm/cpu/armv7/mx7ulp/scg.c,arch/arm/mach-imx/mx7ulp/scg.c
arch/arm/cpu/armv7/mx7ulp/soc.c,arch/arm/mach-imx/mx7ulp/soc.c
arch/arm/imx-common/rdc-sema.c,arch/arm/mach-imx/rdc-sema.c
arch/arm/imx-common/sata.c,arch/arm/mach-imx/sata.c
arch/arm/imx-common/spl.c,arch/arm/mach-imx/spl.c
arch/arm/imx-common/syscounter.c,arch/arm/mach-imx/syscounter.c
arch/arm/imx-common/video.c,arch/arm/mach-imx/video.c
arch/arm/dts/zynqmp-zcu102.dts,arch/arm/dts/zynqmp-zcu102-revA.dts
configs/xilinx_zynqmp_zcu102_defconfig,configs/xilinx_zynqmp_zcu102_revA_defconfig
drivers/net/phy/micrel.c,drivers/net/phy/micrel_ksz8xxx.c
test/image/test-fit.py,test/py/tests/test_fit.py
common/env_attr.c,env/attr.c
common/env_callback.c,env/callback.c
common/env_common.c,env/common.c
common/env_dataflash.c,env/dataflash.c
common/env_eeprom.c,env/eeprom.c
common/env_ext4.c,env/ext4.c
common/env_fat.c,env/fat.c
common/env_flags.c,env/flags.c
common/env_flash.c,env/flash.c
common/env_mmc.c,env/mmc.c
common/env_nand.c,env/nand.c
common/env_nowhere.c,env/nowhere.c
common/env_nvram.c,env/nvram.c
common/env_onenand.c,env/onenand.c
common/env_remote.c,env/remote.c
common/env_sata.c,env/sata.c
common/env_sf.c,env/sf.c
common/env_ubi.c,env/ubi.c
arch/arm/mach-uniphier/clk/clk-early-sld3.c,arch/arm/mach-uniphier/clk/clk-early-ld4.c
tools/imximage.h,include/imximage.h
board/spear/common/spr_lowlevel_init.S,arch/arm/cpu/arm926ejs/spear/spr_lowlevel_init.S
board/spear/common/spr_misc.c,arch/arm/cpu/arm926ejs/spear/spr_misc.c
configs/igep0020_defconfig,configs/igep00x0_defconfig
arch/arm/mach-rockchip/rk3399/sdram_rk3399.c,drivers/ram/rockchip/sdram_rk3399.c
arch/arm/mach-rockchip/rk3188/sdram_rk3188.c,drivers/ram/rockchip/sdram_rk3188.c
arch/arm/mach-rockchip/rk3288/sdram_rk3288.c,drivers/ram/rockchip/sdram_rk3288.c
arch/arm/mach-rockchip/rk3328/sdram_rk3328.c,drivers/ram/rockchip/sdram_rk3328.c
arch/arm/dts/sun8i-a83t-sinovoip-bpi-m3.dts,arch/arm/dts/sun8i-a83t-bananapi-m3.dts
arch/x86/include/asm/arch-baytrail/acpi/sleepstates.asl,arch/x86/include/asm/acpi/sleepstates.asl
lib/libfdt/pylibfdt/libfdt.i,scripts/dtc/pylibfdt/libfdt.i_shipped
lib/libfdt/pylibfdt/setup.py,scripts/dtc/pylibfdt/setup.py
board/ge/bx50v3/vpd_reader.h,board/ge/common/vpd_reader.h
tools/binman/func_test.py,tools/binman/ftest.py
board/engicam/geam6ul/Kconfig,board/engicam/imx6q/Kconfig
board/engicam/icorem6/MAINTAINERS,board/engicam/imx6q/MAINTAINERS
board/engicam/geam6ul/Makefile,board/engicam/imx6q/Makefile
board/engicam/icorem6_rqs/README,board/engicam/imx6q/README
board/engicam/icorem6/icorem6.c,board/engicam/imx6q/imx6q.c
board/engicam/icorem6/Kconfig,board/engicam/imx6ul/Kconfig
board/engicam/isiotmx6ul/MAINTAINERS,board/engicam/imx6ul/MAINTAINERS
board/engicam/icorem6/Makefile,board/engicam/imx6ul/Makefile
board/engicam/icorem6/README,board/engicam/imx6ul/README
board/engicam/geam6ul/geam6ul.c,board/engicam/imx6ul/imx6ul.c
drivers/timer/ae3xx_timer.c,drivers/timer/atcpit100_timer.c
drivers/spi/nds_ae3xx_spi.c,drivers/spi/atcspi200_spi.c
arch/arm/mach-stm32/stm32h7/soc.c,arch/arm/mach-stm32/soc.c
board/atmel/sama5d2_ptc/Kconfig,board/atmel/sama5d2_ptc_ek/Kconfig
include/linux/mtd/nand.h,include/linux/mtd/rawnand.h
arch/x86/lib/cmd_mtrr.c,cmd/x86/mtrr.c
drivers/serial/serial_stm32x7.c,drivers/serial/serial_stm32.c
drivers/serial/serial_stm32x7.h,drivers/serial/serial_stm32.h
drivers/gpio/mpc85xx_gpio.c,drivers/gpio/mpc8xxx_gpio.c
drivers/mtd/spi/sunxi_spi_spl.c,arch/arm/mach-sunxi/spl_spi_sunxi.c
include/commproc.h,arch/powerpc/include/asm/cpm_8xx.h
arch/arm/dts/zynq-zturn-myir.dts,arch/arm/dts/zynq-zturn.dts
drivers/mmc/matsushita-common.c,drivers/mmc/tmio-common.c
configs/coreboot-x86_defconfig,configs/coreboot_defconfig
include/configs/meson-gxbb-common.h,include/configs/meson-gx-common.h,include/configs/meson64.h
configs/ge_b450v3_defconfig,configs/ge_bx50v3_defconfig
drivers/ddr/altera/sdram.c,drivers/ddr/altera/sdram_gen5.c
include/tpm.h,include/tpm-v1.h
lib/tpm.c,lib/tpm-v1.c
arch/riscv/cpu/nx25/Makefile,arch/riscv/cpu/ax25/Makefile,arch/riscv/cpu/andesv5/Makefile,arch/riscv/cpu/andes/Makefile
arch/riscv/cpu/nx25/cpu.c,arch/riscv/cpu/ax25/cpu.c,arch/riscv/cpu/andesv5/cpu.c,arch/riscv/cpu/andes/cpu.c
arch/riscv/cpu/nx25/start.S,arch/riscv/cpu/ax25/start.S,arch/riscv/cpu/start.S
arch/riscv/cpu/nx25/u-boot.lds,arch/riscv/cpu/ax25/u-boot.lds,arch/riscv/cpu/u-boot.lds
arch/riscv/dts/ae250.dts,arch/riscv/dts/ae350.dts
board/AndesTech/nx25-ae250/Kconfig,board/AndesTech/ax25-ae350/Kconfig,board/AndesTech/ae350/Kconfig,board/andestech/ae350/Kconfig
board/AndesTech/nx25-ae250/Makefile,board/AndesTech/ax25-ae350/Makefile,board/AndesTech/ae350/Makefile,board/andestech/ae350/Makefile
board/AndesTech/nx25-ae250/nx25-ae250.c,board/AndesTech/ax25-ae350/ax25-ae350.c,board/AndesTech/ae350/ae350.c,board/andestech/ae350/ae350.c
configs/nx25-ae250_defconfig,configs/ax25-ae350_defconfig,configs/ax25-ae350_64_defconfig,configs/ae350_rv64_defconfig
include/configs/nx25-ae250.h,include/configs/ax25-ae350.h,include/configs/ae350.h
doc/README.NX25,doc/README.AX25
doc/README.ae250,doc/README.ae350
cmd/fastboot/Kconfig,drivers/fastboot/Kconfig
common/fb_mmc.c,drivers/fastboot/fb_mmc.c
common/fb_nand.c,drivers/fastboot/fb_nand.c
tools/binman/etype/entry.py,tools/binman/entry.py
arch/arm/dts/zynqmp-mini-emmc.dts,arch/arm/dts/zynqmp-mini-emmc0.dts
configs/xilinx_zynqmp_mini_emmc_defconfig,configs/xilinx_zynqmp_mini_emmc0_defconfig
arch/x86/lib/efi/Kconfig,arch/x86/cpu/efi/Kconfig
arch/x86/lib/efi/car.S,arch/x86/cpu/efi/car.S
arch/x86/lib/efi/efi.c,arch/x86/cpu/efi/payload.c
arch/x86/cpu/efi/efi.c,arch/x86/cpu/efi/app.c
arch/x86/dts/efi.dts,arch/x86/dts/efi-x86_app.dts
board/efi/efi-x86/Kconfig,board/efi/efi-x86_app/Kconfig
board/efi/efi-x86/MAINTAINERS,board/efi/efi-x86_app/MAINTAINERS
board/efi/efi-x86/Makefile,board/efi/efi-x86_app/Makefile
board/efi/efi-x86/efi.c,board/efi/efi-x86_app/app.c
configs/efi-x86_defconfig,configs/efi-x86_app_defconfig,configs/efi-x86_app32_defconfig
include/configs/efi-x86.h,include/configs/efi-x86_app.h
arch/arm/dts/imx6ul-geam-kit-u-boot.dtsi,arch/arm/dts/imx6ul-geam-u-boot.dtsi
arch/arm/dts/imx6ul-geam-kit.dts,arch/arm/dts/imx6ul-geam.dts
arch/arm/include/asm/arch-mx7ulp/imx_lpi2c.h,include/imx_lpi2c.h
Documentation/devicetree/bindings/phy/no-op.txt,doc/device-tree-bindings/phy/no-op.txt
Documentation/devicetree/bindings/phy/phy-stm32-usbphyc.txt,doc/device-tree-bindings/phy/phy-stm32-usbphyc.txt
"Documentation/devicetree/bindings/rtc/brcm,brcmstb-waketimer.txt","doc/device-tree-bindings/rtc/brcm,brcmstb-waketimer.txt"
board/gdsys/a38x/.gitignore,arch/arm/mach-mvebu/.gitignore
board/gdsys/a38x/kwbimage.cfg.in,arch/arm/mach-mvebu/kwbimage.cfg.in
tools/patman/test/0002-fdt-Correct-cast-for-sandbox-in-fdtdec_setup_memory_.patch,tools/patman/test/0002-fdt-Correct-cast-for-sandbox-in-fdtdec_setup_mem_siz.patch
drivers/phy/marvell/comphy.h,drivers/phy/marvell/comphy_core.h
drivers/mtd/nand/am335x_spl_bch.c,drivers/mtd/nand/raw/am335x_spl_bch.c
drivers/mtd/nand/arasan_nfc.c,drivers/mtd/nand/raw/arasan_nfc.c
drivers/mtd/nand/atmel_nand_ecc.h,drivers/mtd/nand/raw/atmel_nand_ecc.h
drivers/mtd/nand/denali.c,drivers/mtd/nand/raw/denali.c
drivers/mtd/nand/denali.h,drivers/mtd/nand/raw/denali.h
drivers/mtd/nand/denali_dt.c,drivers/mtd/nand/raw/denali_dt.c
drivers/mtd/nand/denali_spl.c,drivers/mtd/nand/raw/denali_spl.c
drivers/mtd/nand/fsl_elbc_nand.c,drivers/mtd/nand/raw/fsl_elbc_nand.c
drivers/mtd/nand/fsl_elbc_spl.c,drivers/mtd/nand/raw/fsl_elbc_spl.c
drivers/mtd/nand/fsl_ifc_nand.c,drivers/mtd/nand/raw/fsl_ifc_nand.c
drivers/mtd/nand/fsl_ifc_spl.c,drivers/mtd/nand/raw/fsl_ifc_spl.c
drivers/mtd/nand/fsl_upm.c,drivers/mtd/nand/raw/fsl_upm.c
drivers/mtd/nand/fsmc_nand.c,drivers/mtd/nand/raw/fsmc_nand.c
drivers/mtd/nand/kb9202_nand.c,drivers/mtd/nand/raw/kb9202_nand.c
drivers/mtd/nand/kirkwood_nand.c,drivers/mtd/nand/raw/kirkwood_nand.c
drivers/mtd/nand/kmeter1_nand.c,drivers/mtd/nand/raw/kmeter1_nand.c
drivers/mtd/nand/lpc32xx_nand_mlc.c,drivers/mtd/nand/raw/lpc32xx_nand_mlc.c
drivers/mtd/nand/lpc32xx_nand_slc.c,drivers/mtd/nand/raw/lpc32xx_nand_slc.c
drivers/mtd/nand/mxc_nand.c,drivers/mtd/nand/raw/mxc_nand.c
drivers/mtd/nand/mxs_nand.c,drivers/mtd/nand/raw/mxs_nand.c
drivers/mtd/nand/mxs_nand.h,drivers/mtd/nand/raw/mxs_nand.h,include/mxs_nand.h
drivers/mtd/nand/mxs_nand_dt.c,drivers/mtd/nand/raw/mxs_nand_dt.c
drivers/mtd/nand/mxs_nand_spl.c,drivers/mtd/nand/raw/mxs_nand_spl.c
drivers/mtd/nand/nand_bch.c,drivers/mtd/nand/raw/nand_bch.c
drivers/mtd/nand/nand_plat.c,drivers/mtd/nand/raw/nand_plat.c
drivers/mtd/nand/nand_spl_load.c,drivers/mtd/nand/raw/nand_spl_load.c
drivers/mtd/nand/nand_spl_loaders.c,drivers/mtd/nand/raw/nand_spl_loaders.c
drivers/mtd/nand/nand_spl_simple.c,drivers/mtd/nand/raw/nand_spl_simple.c
drivers/mtd/nand/nand_timings.c,drivers/mtd/nand/raw/nand_timings.c
drivers/mtd/nand/omap_gpmc.c,drivers/mtd/nand/raw/omap_gpmc.c
drivers/mtd/nand/pxa3xx_nand.c,drivers/mtd/nand/raw/pxa3xx_nand.c
drivers/mtd/nand/pxa3xx_nand.h,drivers/mtd/nand/raw/pxa3xx_nand.h
drivers/mtd/nand/sunxi_nand.c,drivers/mtd/nand/raw/sunxi_nand.c
drivers/mtd/nand/sunxi_nand_spl.c,drivers/mtd/nand/raw/sunxi_nand_spl.c
drivers/mtd/nand/tegra_nand.c,drivers/mtd/nand/raw/tegra_nand.c
drivers/mtd/nand/tegra_nand.h,drivers/mtd/nand/raw/tegra_nand.h
drivers/mtd/nand/vf610_nfc.c,drivers/mtd/nand/raw/vf610_nfc.c
drivers/mtd/nand/zynq_nand.c,drivers/mtd/nand/raw/zynq_nand.c
tools/binman/test/01_invalid.dts,tools/binman/test/001_invalid.dts
tools/binman/test/02_missing_node.dts,tools/binman/test/002_missing_node.dts
tools/binman/test/03_empty.dts,tools/binman/test/003_empty.dts
tools/binman/test/04_invalid_entry.dts,tools/binman/test/004_invalid_entry.dts
tools/binman/test/05_simple.dts,tools/binman/test/005_simple.dts
tools/binman/test/06_dual_image.dts,tools/binman/test/006_dual_image.dts
tools/binman/test/07_bad_align.dts,tools/binman/test/007_bad_align.dts
tools/binman/test/08_pack.dts,tools/binman/test/008_pack.dts
tools/binman/test/09_pack_extra.dts,tools/binman/test/009_pack_extra.dts
tools/binman/test/10_pack_align_power2.dts,tools/binman/test/010_pack_align_power2.dts
tools/binman/test/11_pack_align_size_power2.dts,tools/binman/test/011_pack_align_size_power2.dts
tools/binman/test/12_pack_inv_align.dts,tools/binman/test/012_pack_inv_align.dts
tools/binman/test/13_pack_inv_size_align.dts,tools/binman/test/013_pack_inv_size_align.dts
tools/binman/test/14_pack_overlap.dts,tools/binman/test/014_pack_overlap.dts
tools/binman/test/15_pack_overflow.dts,tools/binman/test/015_pack_overflow.dts
tools/binman/test/16_pack_image_overflow.dts,tools/binman/test/016_pack_image_overflow.dts
tools/binman/test/17_pack_image_size.dts,tools/binman/test/017_pack_image_size.dts
tools/binman/test/18_pack_image_align.dts,tools/binman/test/018_pack_image_align.dts
tools/binman/test/19_pack_inv_image_align.dts,tools/binman/test/019_pack_inv_image_align.dts
tools/binman/test/20_pack_inv_image_align_power2.dts,tools/binman/test/020_pack_inv_image_align_power2.dts
tools/binman/test/21_image_pad.dts,tools/binman/test/021_image_pad.dts
tools/binman/test/22_image_name.dts,tools/binman/test/022_image_name.dts
tools/binman/test/23_blob.dts,tools/binman/test/023_blob.dts
tools/binman/test/24_sorted.dts,tools/binman/test/024_sorted.dts
tools/binman/test/25_pack_zero_size.dts,tools/binman/test/025_pack_zero_size.dts
tools/binman/test/26_pack_u_boot_dtb.dts,tools/binman/test/026_pack_u_boot_dtb.dts
tools/binman/test/27_pack_4gb_no_size.dts,tools/binman/test/027_pack_4gb_no_size.dts
tools/binman/test/28_pack_4gb_outside.dts,tools/binman/test/028_pack_4gb_outside.dts
tools/binman/test/29_x86-rom.dts,tools/binman/test/029_x86-rom.dts,tools/binman/test/029_x86_rom.dts
tools/binman/test/30_x86-rom-me-no-desc.dts,tools/binman/test/030_x86-rom-me-no-desc.dts,tools/binman/test/030_x86_rom_me_no_desc.dts
tools/binman/test/31_x86-rom-me.dts,tools/binman/test/031_x86-rom-me.dts,tools/binman/test/031_x86_rom_me.dts
tools/binman/test/32_intel-vga.dts,tools/binman/test/032_intel-vga.dts,tools/binman/test/032_intel_vga.dts
tools/binman/test/33_x86-start16.dts,tools/binman/test/033_x86-start16.dts,tools/binman/test/033_x86_start16.dts
tools/binman/test/34_x86_ucode.dts,tools/binman/test/034_x86_ucode.dts
tools/binman/test/35_x86_single_ucode.dts,tools/binman/test/035_x86_single_ucode.dts
tools/binman/test/36_u_boot_img.dts,tools/binman/test/036_u_boot_img.dts
tools/binman/test/37_x86_no_ucode.dts,tools/binman/test/037_x86_no_ucode.dts
tools/binman/test/38_x86_ucode_missing_node.dts,tools/binman/test/038_x86_ucode_missing_node.dts
tools/binman/test/39_x86_ucode_missing_node2.dts,tools/binman/test/039_x86_ucode_missing_node2.dts
tools/binman/test/40_x86_ucode_not_in_image.dts,tools/binman/test/040_x86_ucode_not_in_image.dts
tools/binman/test/41_unknown_pos_size.dts,tools/binman/test/041_unknown_pos_size.dts
tools/binman/test/42_intel-fsp.dts,tools/binman/test/042_intel-fsp.dts,tools/binman/test/042_intel_fsp.dts
tools/binman/test/43_intel-cmc.dts,tools/binman/test/043_intel-cmc.dts,tools/binman/test/043_intel_cmc.dts
tools/binman/test/44_x86_optional_ucode.dts,tools/binman/test/044_x86_optional_ucode.dts
tools/binman/test/45_prop_test.dts,tools/binman/test/045_prop_test.dts
tools/binman/test/46_intel-vbt.dts,tools/binman/test/046_intel-vbt.dts,tools/binman/test/046_intel_vbt.dts
tools/binman/test/47_spl_bss_pad.dts,tools/binman/test/047_spl_bss_pad.dts
tools/binman/test/48_x86-start16-spl.dts,tools/binman/test/048_x86-start16-spl.dts,tools/binman/test/048_x86_start16_spl.dts
tools/binman/test/49_x86_ucode_spl.dts,tools/binman/test/049_x86_ucode_spl.dts
tools/binman/test/50_intel_mrc.dts,tools/binman/test/050_intel_mrc.dts
tools/binman/test/51_u_boot_spl_dtb.dts,tools/binman/test/051_u_boot_spl_dtb.dts
tools/binman/test/52_u_boot_spl_nodtb.dts,tools/binman/test/052_u_boot_spl_nodtb.dts
tools/binman/test/53_symbols.dts,tools/binman/test/053_symbols.dts
tools/binman/test/54_unit_address.dts,tools/binman/test/054_unit_address.dts
tools/binman/test/55_sections.dts,tools/binman/test/055_sections.dts
tools/binman/test/56_name_prefix.dts,tools/binman/test/056_name_prefix.dts
tools/binman/test/57_unknown_contents.dts,tools/binman/test/057_unknown_contents.dts
tools/binman/test/58_x86_ucode_spl_needs_retry.dts,tools/binman/test/058_x86_ucode_spl_needs_retry.dts
tools/binman/test/59_change_size.dts,tools/binman/test/059_change_size.dts
tools/binman/test/60_fdt_update.dts,tools/binman/test/060_fdt_update.dts
tools/binman/test/61_fdt_update_bad.dts,tools/binman/test/061_fdt_update_bad.dts
tools/binman/test/62_entry_args.dts,tools/binman/test/062_entry_args.dts
tools/binman/test/63_entry_args_missing.dts,tools/binman/test/063_entry_args_missing.dts
tools/binman/test/64_entry_args_required.dts,tools/binman/test/064_entry_args_required.dts
tools/binman/test/65_entry_args_unknown_datatype.dts,tools/binman/test/065_entry_args_unknown_datatype.dts
tools/binman/test/66_text.dts,tools/binman/test/066_text.dts
tools/binman/test/67_fmap.dts,tools/binman/test/067_fmap.dts
tools/binman/test/68_blob_named_by_arg.dts,tools/binman/test/068_blob_named_by_arg.dts
tools/binman/test/69_fill.dts,tools/binman/test/069_fill.dts
tools/binman/test/70_fill_no_size.dts,tools/binman/test/070_fill_no_size.dts
tools/binman/test/71_gbb.dts,tools/binman/test/071_gbb.dts
tools/binman/test/72_gbb_too_small.dts,tools/binman/test/072_gbb_too_small.dts
tools/binman/test/73_gbb_no_size.dts,tools/binman/test/073_gbb_no_size.dts
tools/binman/test/74_vblock.dts,tools/binman/test/074_vblock.dts
tools/binman/test/75_vblock_no_content.dts,tools/binman/test/075_vblock_no_content.dts
tools/binman/test/76_vblock_bad_phandle.dts,tools/binman/test/076_vblock_bad_phandle.dts
tools/binman/test/77_vblock_bad_entry.dts,tools/binman/test/077_vblock_bad_entry.dts
tools/binman/test/78_u_boot_tpl.dts,tools/binman/test/078_u_boot_tpl.dts
tools/binman/test/79_uses_pos.dts,tools/binman/test/079_uses_pos.dts
tools/binman/test/80_fill_empty.dts,tools/binman/test/080_fill_empty.dts
tools/binman/test/81_x86-start16-tpl.dts,tools/binman/test/081_x86-start16-tpl.dts,tools/binman/test/081_x86_start16_tpl.dts
tools/binman/test/82_fdt_update_all.dts,tools/binman/test/082_fdt_update_all.dts
tools/binman/test/83_compress.dts,tools/binman/test/083_compress.dts
tools/binman/test/84_files.dts,tools/binman/test/084_files.dts
tools/binman/test/85_files_compress.dts,tools/binman/test/085_files_compress.dts
tools/binman/test/86_files_none.dts,tools/binman/test/086_files_none.dts
tools/binman/test/87_files_no_pattern.dts,tools/binman/test/087_files_no_pattern.dts
tools/binman/test/88_expand_size.dts,tools/binman/test/088_expand_size.dts,tools/binman/test/088_extend_size.dts
tools/binman/test/89_expand_size_bad.dts,tools/binman/test/089_expand_size_bad.dts,tools/binman/test/089_extend_size_bad.dts
tools/binman/test/90_hash.dts,tools/binman/test/090_hash.dts
tools/binman/test/91_hash_no_algo.dts,tools/binman/test/091_hash_no_algo.dts
tools/binman/test/92_hash_bad_algo.dts,tools/binman/test/092_hash_bad_algo.dts
tools/binman/test/93_x86_tpl_ucode.dts,tools/binman/test/093_x86_tpl_ucode.dts
tools/binman/test/94_fmap_x86.dts,tools/binman/test/094_fmap_x86.dts
tools/binman/test/95_fmap_x86_section.dts,tools/binman/test/095_fmap_x86_section.dts
tools/binman/test/96_elf.dts,tools/binman/test/096_elf.dts
tools/binman/test/97_elf_strip.dts,tools/binman/test/097_elf_strip.dts
tools/binman/test/99_hash_section.dts,tools/binman/test/099_hash_section.dts
doc/README.imx25,doc/imx/README.imx25,doc/imx/common/README.imx25,doc/imx/common/imx25.txt
doc/README.imx27,doc/imx/README.imx27,doc/imx/common/README.imx27,doc/imx/common/imx27.txt
doc/README.imx5,doc/imx/README.imx5,doc/imx/common/README.imx5,doc/imx/common/imx5.txt
doc/README.imx6,doc/imx/README.imx6,doc/imx/common/README.imx6,doc/imx/common/imx6.txt
doc/README.imximage,doc/imx/README.imximage,doc/imx/mkimage/README.imximage,doc/imx/mkimage/imximage.txt
doc/README.mxc_hab,doc/imx/README.mxc_hab,doc/imx/hab/habv4/secure_boot.txt,doc/imx/habv4/secure_boot.txt
doc/README.mxsimage,doc/imx/README.mxsimage,doc/imx/mkimage/README.mxsimage,doc/imx/mkimage/mxsimage.txt
doc/README.sdp,doc/imx/README.sdp,doc/imx/misc/README.sdp,doc/imx/misc/sdp.txt
arch/arc/dts/emdk.dts,arch/arc/dts/emsdp.dts
board/synopsys/emdk/Kconfig,board/synopsys/emsdp/Kconfig
board/synopsys/emdk/MAINTAINERS,board/synopsys/emsdp/MAINTAINERS
board/synopsys/emdk/Makefile,board/synopsys/emsdp/Makefile
board/synopsys/emdk/README,board/synopsys/emsdp/README
board/synopsys/emdk/emdk.c,board/synopsys/emsdp/emsdp.c
configs/emdk_defconfig,configs/emsdp_defconfig
include/configs/emdk.h,include/configs/emsdp.h
drivers/net/cpsw-common.c,drivers/net/ti/cpsw-common.c
drivers/net/cpsw.c,drivers/net/ti/cpsw.c
drivers/net/davinci_emac.h,drivers/net/ti/davinci_emac.h
drivers/net/keystone_net.c,drivers/net/ti/keystone_net.c
drivers/virtio/virtio_pci.c,drivers/virtio/virtio_pci_legacy.c
